date,store_id,sales,is_holiday,promotion,day_of_week,month,quarter,year,is_weekend,day_of_month,day_of_year,week_of_year,is_month_start,is_month_end,is_quarter_start,is_quarter_end,month_sin,month_cos,day_of_week_sin,day_of_week_cos,sales_lag_1,promotion_lag_1,sales_lag_7,promotion_lag_7,sales_lag_14,promotion_lag_14,sales_lag_30,promotion_lag_30,sales_rolling_mean_7,sales_rolling_std_7,sales_rolling_min_7,sales_rolling_max_7,promotion_rolling_sum_7,sales_rolling_mean_14,sales_rolling_std_14,sales_rolling_min_14,sales_rolling_max_14,promotion_rolling_sum_14,sales_rolling_mean_30,sales_rolling_std_30,sales_rolling_min_30,sales_rolling_max_30,promotion_rolling_sum_30,promotion_weekend,promotion_holiday,holiday_weekend,promotion_month,weekend_month,store_promotion,store_weekend,store_mean_encoded,dow_mean_encoded,month_mean_encoded
2020-01-11,1,1110.61,False,0,5,1,1,2020,1,11,11,2,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,909.95,0.0,1153.13,0.0,1297.685,0.0,1295.935,0.0,958.6257142857145,107.82483354298034,802.37,1110.61,0.0,1026.3327272727272,208.89690926822777,802.37,1572.77,0.0,1026.3327272727272,208.89690926822777,802.37,1572.77,0.0,0,0,0,0,1,0,1,1116.649181504173,1469.8601815385105,1400.8952438027675
2020-01-12,1,1177.56,False,0,6,1,1,2020,1,12,12,2,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1110.61,0.0,1079.23,0.0,1297.685,0.0,1295.935,0.0,972.6728571428572,130.23231840500594,802.37,1177.56,0.0,1038.9350000000002,203.90351276567506,802.37,1572.77,0.0,1038.9350000000002,203.90351276567506,802.37,1572.77,0.0,0,0,0,0,1,0,1,1116.649181504173,1469.4053345298032,1400.8952438027675
2020-01-13,1,967.14,False,0,0,1,1,2020,0,13,13,3,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,1177.56,0.0,902.02,0.0,1297.685,0.0,1295.935,0.0,981.9757142857144,126.61998576543158,802.37,1177.56,0.0,1033.4123076923076,196.23563387561418,802.37,1572.77,0.0,1033.4123076923076,196.23563387561418,802.37,1572.77,0.0,0,0,0,0,0,0,0,1116.649181504173,1291.2825684412342,1400.8952438027675
2020-01-14,1,939.88,False,0,1,1,1,2020,0,14,14,3,0,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,967.14,0.0,802.37,0.0,1297.685,0.0,1295.935,0.0,1001.62,102.47623757079823,909.95,1177.56,0.0,1026.7314285714285,190.1870541924912,802.37,1572.77,0.0,1026.7314285714285,190.1870541924912,802.37,1572.77,0.0,0,0,0,0,0,0,0,1116.649181504173,1302.3802580355905,1400.8952438027675
2020-01-15,1,940.24,False,0,2,1,1,2020,0,15,15,3,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,939.88,0.0,985.21,0.0,1572.77,0.0,1295.935,0.0,995.1957142857143,105.05363056666867,909.95,1177.56,0.0,981.5507142857142,107.76362704936754,802.37,1177.56,0.0,1020.9653333333333,184.62443577113385,802.37,1572.77,0.0,0,0,0,0,0,0,0,1116.649181504173,1292.9097045642377,1400.8952438027675
2020-01-16,1,1022.21,False,0,3,1,1,2020,0,16,16,3,0,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,940.24,0.0,920.99,0.0,925.32,0.0,1295.935,0.0,1009.6557142857143,99.9810266762555,909.95,1177.56,0.0,988.4714285714286,106.9830063325763,802.37,1177.56,0.0,1021.043125,178.3644217781394,802.37,1572.77,0.0,0,0,0,0,0,0,0,1116.649181504173,1292.9828831982134,1400.8952438027675
2020-01-17,1,928.33,False,0,4,1,1,2020,0,17,17,3,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,1022.21,0.0,909.95,0.0,928.06,0.0,1295.935,0.0,1012.2814285714286,97.12673497868168,928.33,1177.56,0.0,988.4907142857144,106.9713020080466,802.37,1177.56,0.0,1015.5894117647059,174.15835055598785,802.37,1572.77,0.0,0,0,0,0,0,0,0,1116.649181504173,1301.7165400811596,1400.8952438027675
2020-01-18,1,1172.65,False,0,5,1,1,2020,1,18,18,3,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,928.33,0.0,1110.61,0.0,1153.13,0.0,1295.935,0.0,1021.1442857142857,109.62157252067128,928.33,1177.56,0.0,989.885,109.38235849532599,802.37,1177.56,0.0,1024.315,172.96645024056986,802.37,1572.77,0.0,0,0,0,0,1,0,1,1116.649181504173,1469.8601815385105,1400.8952438027675
2020-01-19,1,1174.68,False,0,6,1,1,2020,1,19,19,3,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1172.65,0.0,1177.56,0.0,1079.23,0.0,1295.935,0.0,1020.7328571428571,108.93996048501315,928.33,1174.68,0.0,996.7028571428572,118.01382027467879,802.37,1177.56,0.0,1032.2289473684211,171.59631762089953,802.37,1572.77,0.0,0,0,0,0,1,0,1,1116.649181504173,1469.4053345298032,1400.8952438027675
2020-01-20,1,1012.42,False,0,0,1,1,2020,0,20,20,4,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,1174.68,0.0,967.14,0.0,902.02,0.0,1295.935,0.0,1027.2014285714286,106.54537553370903,928.33,1174.68,0.0,1004.5885714285714,114.84638749599019,802.37,1177.56,0.0,1031.2385,167.07831549353702,802.37,1572.77,0.0,0,0,0,0,0,0,0,1116.649181504173,1291.2825684412342,1400.8952438027675
2020-01-21,1,1136.34,False,0,1,1,1,2020,0,21,21,4,0,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,1012.42,0.0,939.88,0.0,802.37,0.0,1295.935,0.0,1055.267142857143,105.5808599627614,928.33,1174.68,0.0,1028.4435714285714,103.76202036814392,909.95,1177.56,0.0,1036.2433333333333,164.45492033786442,802.37,1572.77,0.0,0,0,0,0,0,0,0,1116.649181504173,1302.3802580355905,1400.8952438027675
2020-01-22,1,1061.54,False,0,2,1,1,2020,0,22,22,4,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1136.34,0.0,940.24,0.0,985.21,0.0,1295.935,0.0,1072.5957142857144,92.72725001442747,928.33,1174.68,0.0,1033.8957142857143,103.3200066793444,909.95,1177.56,0.0,1037.3931818181818,160.58216269283528,802.37,1572.77,0.0,0,0,0,0,0,0,0,1116.649181504173,1292.9097045642377,1400.8952438027675
2020-01-23,1,1419.71,False,1,3,1,1,2020,0,23,23,4,0,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1061.54,0.0,1022.21,0.0,920.99,0.0,1295.935,0.0,1129.3814285714286,156.50737101156756,928.33,1419.71,1.0,1069.5185714285715,140.63439796191358,909.95,1419.71,1.0,1054.0156521739132,175.98170746431384,802.37,1572.77,1.0,0,0,0,1,0,1,0,1116.649181504173,1292.9828831982134,1400.8952438027675
2020-01-24,1,1459.0,False,1,4,1,1,2020,0,24,24,4,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,1419.71,1.0,928.33,0.0,909.95,0.0,1295.935,0.0,1205.1914285714286,170.76493399100553,1012.42,1459.0,2.0,1108.7364285714286,166.82914574761543,928.33,1459.0,2.0,1070.89,190.93691482654225,802.37,1572.77,2.0,0,0,0,1,0,1,0,1116.649181504173,1301.7165400811596,1400.8952438027675
2020-01-25,1,1167.55,False,0,5,1,1,2020,1,25,25,4,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1459.0,1.0,1172.65,0.0,1110.61,0.0,1295.935,0.0,1204.462857142857,170.93770451193504,1012.42,1459.0,2.0,1112.8035714285713,167.57075959390738,928.33,1459.0,2.0,1074.7564,187.91379390738365,802.37,1572.77,2.0,0,0,0,0,1,0,1,1116.649181504173,1469.8601815385105,1400.8952438027675
2020-01-26,1,1144.02,False,0,6,1,1,2020,1,26,26,4,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1167.55,0.0,1174.68,0.0,1177.56,0.0,1295.935,0.0,1200.0828571428572,172.21605739247897,1012.42,1459.0,2.0,1110.407857142857,166.81177583310296,928.33,1459.0,2.0,1077.4203846153846,184.6175705285013,802.37,1572.77,2.0,0,0,0,0,1,0,1,1116.649181504173,1469.4053345298032,1400.8952438027675
2020-01-27,1,956.27,False,0,0,1,1,2020,0,27,27,5,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,1144.02,0.0,1012.42,0.0,967.14,0.0,1295.935,0.0,1192.0614285714287,183.3608376424815,956.27,1459.0,2.0,1109.6314285714286,167.5535624053552,928.33,1459.0,2.0,1072.9333333333334,182.52765769350387,802.37,1572.77,2.0,0,0,0,0,0,0,0,1116.649181504173,1291.2825684412342,1400.8952438027675
2020-01-28,1,983.82,False,0,1,1,1,2020,0,28,28,5,0,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,956.27,0.0,1136.34,0.0,939.88,0.0,1295.935,0.0,1170.2728571428572,199.44239048860595,956.27,1459.0,2.0,1112.77,164.51317712011348,928.33,1459.0,2.0,1069.7507142857144,179.90558879854837,802.37,1572.77,2.0,0,0,0,0,0,0,0,1116.649181504173,1302.3802580355905,1400.8952438027675
2020-01-29,1,1061.16,False,0,2,1,1,2020,0,29,29,5,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,983.82,0.0,1061.54,0.0,940.24,0.0,1295.935,0.0,1170.2185714285715,199.47696754500865,956.27,1459.0,2.0,1121.4071428571428,157.7954368760424,928.33,1459.0,2.0,1069.4544827586208,176.67098348112285,802.37,1572.77,2.0,0,0,0,0,0,0,0,1116.649181504173,1292.9097045642377,1400.8952438027675
2020-01-30,1,1080.62,False,0,3,1,1,2020,0,30,30,5,0,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1061.16,0.0,1419.71,1.0,1022.21,0.0,1295.935,0.0,1121.777142857143,167.38293946459876,956.27,1459.0,1.0,1125.5792857142858,155.7295539593356,928.33,1459.0,2.0,1069.8266666666666,173.61017891525975,802.37,1572.77,2.0,0,0,0,0,0,0,0,1116.649181504173,1292.9828831982134,1400.8952438027675
2020-01-31,1,1030.01,False,0,4,1,1,2020,0,31,31,5,0,1,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,1080.62,0.0,1459.0,1.0,928.33,0.0,1572.77,0.0,1060.492857142857,78.01057400854589,956.27,1167.55,0.0,1132.842142857143,148.0020119498677,956.27,1459.0,2.0,1051.7346666666667,145.37562392864794,802.37,1459.0,2.0,0,0,0,0,0,0,0,1116.649181504173,1301.7165400811596,1400.8952438027675
2020-02-01,1,1222.18,False,0,5,2,1,2020,1,1,32,5,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1030.01,0.0,1167.55,0.0,1172.65,0.0,925.32,0.0,1068.297142857143,91.98645746599239,956.27,1222.18,0.0,1136.3799999999999,149.61003133788546,956.27,1459.0,2.0,1061.63,146.57250812458327,802.37,1459.0,2.0,0,0,0,0,2,0,1,1116.649181504173,1469.8601815385105,1529.6577818659773
2020-02-02,1,1686.1,False,1,6,2,1,2020,1,2,33,5,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1222.18,0.0,1144.02,0.0,1174.68,0.0,928.06,0.0,1145.7371428571428,253.22479938546604,956.27,1686.1,1.0,1172.91,209.94946553140605,956.27,1686.1,3.0,1086.898,183.4524447708827,802.37,1686.1,3.0,1,0,0,2,2,1,1,1116.649181504173,1469.4053345298032,1529.6577818659773
2020-02-03,1,1107.51,False,0,0,2,1,2020,0,3,34,6,0,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,1686.1,1.0,956.27,0.0,1012.42,0.0,1153.13,0.0,1167.3428571428572,240.496937659941,983.82,1686.1,1.0,1179.702142857143,205.85625493303553,956.27,1686.1,3.0,1085.3773333333334,183.0731895460793,802.37,1686.1,3.0,0,0,0,0,0,0,0,1116.649181504173,1291.2825684412342,1529.6577818659773
2020-02-04,1,1115.48,False,0,1,2,1,2020,0,4,35,6,0,0,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1107.51,0.0,983.82,0.0,1136.34,0.0,1079.23,0.0,1186.1514285714286,228.6064458429649,1030.01,1686.1,1.0,1178.212142857143,206.2693341680528,956.27,1686.1,3.0,1086.5856666666668,183.15082986591867,802.37,1686.1,3.0,0,0,0,0,0,0,0,1116.649181504173,1302.3802580355905,1529.6577818659773
2020-02-05,1,1015.51,False,0,2,2,1,2020,0,5,36,6,0,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1115.48,0.0,1061.16,0.0,1061.54,0.0,902.02,0.0,1179.6299999999999,233.36787096770638,1015.51,1686.1,1.0,1174.9242857142856,208.62549352715868,956.27,1686.1,3.0,1090.3686666666667,180.35792960270606,802.37,1686.1,3.0,0,0,0,0,0,0,0,1116.649181504173,1292.9097045642377,1529.6577818659773
2020-02-06,1,1438.13,False,1,3,2,1,2020,0,6,37,6,0,0,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1015.51,0.0,1080.62,0.0,1419.71,1.0,802.37,0.0,1230.702857142857,246.82098504208057,1015.51,1686.1,2.0,1176.24,210.3390526306003,956.27,1686.1,3.0,1111.5606666666667,182.6870498578021,909.95,1686.1,4.0,0,0,0,2,0,1,0,1116.649181504173,1292.9828831982134,1529.6577818659773
2020-02-07,1,1064.34,False,0,4,2,1,2020,0,7,38,6,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1438.13,1.0,1030.01,0.0,1459.0,1.0,985.21,0.0,1235.607142857143,242.47137464824507,1015.51,1686.1,2.0,1148.05,195.4473465982787,956.27,1686.1,2.0,1114.1983333333333,181.36634379797047,909.95,1686.1,4.0,0,0,0,0,0,0,0,1116.649181504173,1301.7165400811596,1529.6577818659773
2020-02-08,1,1361.07,False,0,5,2,1,2020,1,8,39,6,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1064.34,0.0,1222.18,0.0,1167.55,0.0,920.99,0.0,1255.4485714285713,246.83296291409803,1015.51,1686.1,2.0,1161.8728571428571,203.60556133513,956.27,1686.1,2.0,1128.8676666666665,182.99041323453818,909.95,1686.1,4.0,0,0,0,0,2,0,1,1116.649181504173,1469.8601815385105,1529.6577818659773
2020-02-09,1,1307.69,False,0,6,2,1,2020,1,9,40,6,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1361.07,0.0,1686.1,1.0,1144.02,0.0,909.95,0.0,1201.3899999999999,164.50495402874677,1015.51,1438.13,1.0,1173.5635714285713,207.16927588539545,956.27,1686.1,2.0,1142.1256666666666,180.97994687320966,928.33,1686.1,4.0,0,0,0,0,2,0,1,1116.649181504173,1469.4053345298032,1529.6577818659773
2020-02-10,1,1059.4,False,0,0,2,1,2020,0,10,41,7,0,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,1307.69,0.0,1107.51,0.0,956.27,0.0,1110.61,0.0,1194.517142857143,169.99428026792432,1015.51,1438.13,1.0,1180.93,200.5771557665144,983.82,1686.1,2.0,1140.4186666666667,181.5281280708845,928.33,1686.1,4.0,0,0,0,0,0,0,0,1116.649181504173,1291.2825684412342,1529.6577818659773
2020-02-11,1,1079.92,False,0,1,2,1,2020,0,11,42,7,0,0,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1059.4,0.0,1115.48,0.0,983.82,0.0,1177.56,0.0,1189.4371428571428,173.24997467188732,1015.51,1438.13,1.0,1187.7942857142857,194.87600605017,1015.51,1686.1,2.0,1137.164,181.71445974385173,928.33,1686.1,4.0,0,0,0,0,0,0,0,1116.649181504173,1302.3802580355905,1529.6577818659773
2020-02-12,1,1015.61,False,0,2,2,1,2020,0,12,43,7,0,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1079.92,0.0,1015.51,0.0,1061.16,0.0,967.14,0.0,1189.4514285714286,173.2332461768019,1015.61,1438.13,1.0,1184.5407142857143,197.51524503826897,1015.51,1686.1,2.0,1138.7796666666666,180.36104638088875,928.33,1686.1,4.0,0,0,0,0,0,0,0,1116.649181504173,1292.9097045642377,1529.6577818659773
2020-02-13,1,1142.19,False,0,3,2,1,2020,0,13,44,7,0,0,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1015.61,0.0,1438.13,1.0,1080.62,0.0,939.88,0.0,1147.1742857142858,134.1265935422134,1015.61,1361.07,0.0,1188.9385714285713,195.70048315089687,1015.51,1686.1,2.0,1145.5233333333335,176.40659795568519,928.33,1686.1,4.0,0,0,0,0,0,0,0,1116.649181504173,1292.9828831982134,1529.6577818659773
2020-02-15,1,1241.6,False,0,5,2,1,2020,1,15,46,7,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1142.19,0.0,1064.34,0.0,1030.01,0.0,940.24,0.0,1172.4971428571428,132.6056971770428,1015.61,1361.07,0.0,1204.0521428571428,190.5861168234038,1015.51,1686.1,2.0,1155.5686666666666,172.85847944316237,928.33,1686.1,4.0,0,0,0,0,2,0,1,1116.649181504173,1469.8601815385105,1529.6577818659773
2020-02-16,1,1309.77,False,0,6,2,1,2020,1,16,47,7,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1241.6,0.0,1361.07,0.0,1222.18,0.0,1022.21,0.0,1165.1685714285716,121.39040646176463,1015.61,1309.77,0.0,1210.3085714285714,192.6534410584153,1015.51,1686.1,2.0,1165.1539999999998,173.18106155119813,928.33,1686.1,4.0,0,0,0,0,2,0,1,1116.649181504173,1469.4053345298032,1529.6577818659773
2020-02-17,1,1082.28,False,0,0,2,1,2020,0,17,48,8,0,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,1309.77,0.0,1307.69,0.0,1686.1,1.0,928.33,0.0,1132.967142857143,106.23356213461703,1015.61,1309.77,0.0,1167.1785714285713,137.69269115607474,1015.51,1438.13,1.0,1170.2856666666669,168.12876788616342,956.27,1686.1,4.0,0,0,0,0,0,0,0,1116.649181504173,1291.2825684412342,1529.6577818659773
2020-02-18,1,1574.69,False,1,1,2,1,2020,0,18,49,8,0,0,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1082.28,0.0,1059.4,0.0,1107.51,0.0,1172.65,0.0,1206.5800000000002,191.26264977773394,1015.61,1574.69,1.0,1200.5485714285714,173.95535080797384,1015.51,1574.69,2.0,1183.6870000000001,183.6319968578457,956.27,1686.1,5.0,0,0,0,2,0,1,0,1116.649181504173,1302.3802580355905,1529.6577818659773
2020-02-19,1,1611.98,False,1,2,2,1,2020,0,19,50,8,0,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1574.69,1.0,1079.92,0.0,1115.48,0.0,1174.68,0.0,1282.5885714285716,233.57857032331952,1015.61,1611.98,2.0,1236.0128571428572,203.39752167117962,1015.51,1611.98,3.0,1198.2636666666667,199.55813164785206,956.27,1686.1,6.0,0,0,0,2,0,1,0,1116.649181504173,1292.9097045642377,1529.6577818659773
2020-02-20,1,1181.77,False,0,3,2,1,2020,0,20,51,8,0,0,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1611.98,1.0,1015.61,0.0,1015.51,0.0,1012.42,0.0,1306.3257142857144,209.083856451357,1082.28,1611.98,2.0,1247.8885714285716,194.17745551060085,1015.61,1611.98,3.0,1203.9086666666665,196.4914827623853,956.27,1686.1,6.0,0,0,0,0,0,0,0,1116.649181504173,1292.9828831982134,1529.6577818659773
2020-02-21,1,1571.51,False,1,4,2,1,2020,0,21,52,8,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1181.77,0.0,1142.19,0.0,1438.13,1.0,1136.34,0.0,1367.6571428571426,215.7729199655891,1082.28,1611.98,3.0,1257.4157142857143,207.0733412516995,1015.61,1611.98,3.0,1218.4143333333334,207.10741555320095,956.27,1686.1,7.0,0,0,0,2,0,1,0,1116.649181504173,1301.7165400811596,1529.6577818659773
2020-02-22,1,1330.26,False,0,5,2,1,2020,1,22,53,8,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1571.51,1.0,1241.6,0.0,1064.34,0.0,1061.54,0.0,1380.3228571428572,209.6556377900275,1082.28,1611.98,3.0,1276.4099999999999,200.07861735597047,1015.61,1611.98,3.0,1227.3716666666667,205.8961780403148,956.27,1686.1,7.0,0,0,0,0,2,0,1,1116.649181504173,1469.8601815385105,1529.6577818659773
2020-02-23,1,1328.23,False,0,6,2,1,2020,1,23,54,8,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1330.26,0.0,1309.77,0.0,1361.07,0.0,1419.71,1.0,1382.9600000000003,208.7343595737583,1082.28,1611.98,3.0,1274.064285714286,199.2002962121014,1015.61,1611.98,3.0,1224.3223333333333,203.61417738531534,956.27,1686.1,6.0,0,0,0,0,2,0,1,1116.649181504173,1469.4053345298032,1529.6577818659773
2020-02-24,1,992.3,False,0,0,2,1,2020,0,24,55,9,0,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,1328.23,0.0,1082.28,0.0,1307.69,0.0,1459.0,1.0,1370.1057142857142,231.82980171217224,992.3,1611.98,3.0,1251.5364285714288,212.49528815073447,992.3,1611.98,3.0,1208.7656666666667,202.89318774246385,956.27,1686.1,5.0,0,0,0,0,0,0,0,1116.649181504173,1291.2825684412342,1529.6577818659773
