date,store_id,sales,is_holiday,promotion,day_of_week,month,quarter,year,is_weekend
2020-05-15,1,1025.39,False,0,4,5,2,2020,False
2020-05-16,1,1288.19,False,0,5,5,2,2020,True
2020-05-17,1,1405.95,False,0,6,5,2,2020,True
2020-05-18,1,1114.98,False,0,0,5,2,2020,False
2020-05-19,1,1015.12,False,0,1,5,2,2020,False
2020-05-20,1,1111.18,False,0,2,5,2,2020,False
2020-05-21,1,1171.41,False,0,3,5,2,2020,False
2020-05-22,1,1048.78,False,0,4,5,2,2020,False
2020-05-23,1,1234.09,False,0,5,5,2,2020,True
2020-05-24,1,1281.86,False,0,6,5,2,2020,True
2020-05-25,1,1168.03,False,0,0,5,2,2020,False
2020-05-26,1,1005.96,False,0,1,5,2,2020,False
2020-05-27,1,1061.68,False,0,2,5,2,2020,False
2020-05-28,1,1140.27,False,0,3,5,2,2020,False
2020-05-29,1,1125.42,False,0,4,5,2,2020,False
2020-05-30,1,1269.34,False,0,5,5,2,2020,True
2020-05-31,1,1883.74,False,1,6,5,2,2020,True
2020-06-01,1,1037.28,False,0,0,6,2,2020,False
2020-06-02,1,1046.41,False,0,1,6,2,2020,False
2020-06-03,1,1360.15,False,1,2,6,2,2020,False
2020-06-04,1,1099.21,False,0,3,6,2,2020,False
2020-06-05,1,1065.38,False,0,4,6,2,2020,False
2020-06-06,1,1235.78,False,0,5,6,2,2020,True
2020-06-07,1,1693.71,False,1,6,6,2,2020,True
2020-06-08,1,1028.77,False,0,0,6,2,2020,False
2020-06-09,1,983.0,False,0,1,6,2,2020,False
2020-06-10,1,992.02,False,0,2,6,2,2020,False
2020-06-11,1,1023.56,False,0,3,6,2,2020,False
2020-06-12,1,1030.16,False,0,4,6,2,2020,False
2020-06-13,1,1223.62,False,0,5,6,2,2020,True
2020-06-14,1,1155.22,False,0,6,6,2,2020,True
2020-06-15,1,1293.58,False,1,0,6,2,2020,False
2020-06-16,1,922.34,False,0,1,6,2,2020,False
2020-06-17,1,1056.52,False,0,2,6,2,2020,False
2020-06-18,1,952.4,False,0,3,6,2,2020,False
2020-06-19,1,970.45,False,0,4,6,2,2020,False
2020-06-20,1,1204.91,False,0,5,6,2,2020,True
2020-06-21,1,1140.93,False,0,6,6,2,2020,True
2020-06-22,1,998.87,False,0,0,6,2,2020,False
2020-06-23,1,1318.67,False,1,1,6,2,2020,False
2020-06-24,1,1295.13,False,1,2,6,2,2020,False
2020-06-25,1,1414.95,False,1,3,6,2,2020,False
2020-06-26,1,991.03,False,0,4,6,2,2020,False
2020-06-27,1,1180.02,False,0,5,6,2,2020,True
2020-06-28,1,1054.39,False,0,6,6,2,2020,True
2020-06-29,1,888.93,False,0,0,6,2,2020,False
2020-06-30,1,918.8,False,0,1,6,2,2020,False
2020-07-01,1,899.15,False,0,2,7,3,2020,False
2020-07-02,1,950.16,False,0,3,7,3,2020,False
2020-07-03,1,936.02,False,0,4,7,3,2020,False
2020-07-04,1,2013.39,True,0,5,7,3,2020,True
2020-07-05,1,1053.61,False,0,6,7,3,2020,True
2020-07-06,1,901.63,False,0,0,7,3,2020,False
2020-07-07,1,944.53,False,0,1,7,3,2020,False
2020-07-08,1,1211.21,False,1,2,7,3,2020,False
2020-07-09,1,1195.43,False,1,3,7,3,2020,False
2020-07-10,1,941.01,False,0,4,7,3,2020,False
2020-07-11,1,940.26,False,0,5,7,3,2020,True
2020-07-12,1,1529.79,False,1,6,7,3,2020,True
2020-07-13,1,844.19,False,0,0,7,3,2020,False
2020-07-14,1,854.55,False,0,1,7,3,2020,False
2020-07-15,1,913.81,False,0,2,7,3,2020,False
2020-07-16,1,884.3,False,0,3,7,3,2020,False
2020-07-17,1,1105.51,False,1,4,7,3,2020,False
2020-07-18,1,1363.66,False,1,5,7,3,2020,True
2020-07-19,1,1002.35,False,0,6,7,3,2020,True
2020-07-20,1,1208.35,False,1,0,7,3,2020,False
2020-07-21,1,847.28,False,0,1,7,3,2020,False
2020-07-22,1,821.96,False,0,2,7,3,2020,False
2020-07-23,1,793.32,False,0,3,7,3,2020,False
2020-07-24,1,903.62,False,0,4,7,3,2020,False
2020-07-25,1,962.07,False,0,5,7,3,2020,True
2020-07-26,1,1011.36,False,0,6,7,3,2020,True
2020-07-27,1,790.03,False,0,0,7,3,2020,False
2020-07-28,1,726.0,False,0,1,7,3,2020,False
2020-07-29,1,693.99,False,0,2,7,3,2020,False
2020-07-30,1,803.65,False,0,3,7,3,2020,False
2020-07-31,1,818.57,False,0,4,7,3,2020,False
2020-08-01,1,1100.08,True,0,5,8,3,2020,True
2020-08-02,1,1425.73,True,1,6,8,3,2020,True
2020-08-03,1,832.4,True,0,0,8,3,2020,False
2020-08-04,1,1193.91,True,1,1,8,3,2020,False
2020-08-05,1,783.15,True,0,2,8,3,2020,False
2020-08-06,1,1181.16,True,1,3,8,3,2020,False
2020-08-07,1,843.65,True,0,4,8,3,2020,False
2020-08-08,1,985.34,True,0,5,8,3,2020,True
2020-08-09,1,1377.56,True,1,6,8,3,2020,True
2020-08-10,1,893.48,True,0,0,8,3,2020,False
2020-08-11,1,1154.89,True,1,1,8,3,2020,False
2020-08-12,1,794.27,True,0,2,8,3,2020,False
2020-08-13,1,726.17,True,0,3,8,3,2020,False
2020-08-14,1,1054.93,True,1,4,8,3,2020,False
2020-08-15,1,985.26,True,0,5,8,3,2020,True
2020-08-16,1,912.77,True,0,6,8,3,2020,True
2020-08-17,1,776.4,True,0,0,8,3,2020,False
2020-08-18,1,793.86,True,0,1,8,3,2020,False
2020-08-19,1,1176.16,True,1,2,8,3,2020,False
2020-08-20,1,832.7,True,0,3,8,3,2020,False
2020-08-21,1,786.4,True,0,4,8,3,2020,False
2020-08-22,1,1004.32,True,0,5,8,3,2020,True
2020-08-23,1,970.0,True,0,6,8,3,2020,True
2020-08-24,1,682.15,True,0,0,8,3,2020,False
2020-08-25,1,837.91,True,0,1,8,3,2020,False
2020-08-26,1,1077.89,True,1,2,8,3,2020,False
2020-08-27,1,651.39,True,0,3,8,3,2020,False
2020-08-28,1,806.24,True,0,4,8,3,2020,False
2020-08-29,1,1284.03,True,1,5,8,3,2020,True
2020-08-30,1,901.47,True,0,6,8,3,2020,True
2020-08-31,1,789.12,True,0,0,8,3,2020,False
2020-09-01,1,746.52,True,0,1,9,3,2020,False
2020-09-02,1,764.6,True,0,2,9,3,2020,False
2020-09-03,1,735.99,True,0,3,9,3,2020,False
2020-09-04,1,736.15,True,0,4,9,3,2020,False
2020-09-05,1,830.26,True,0,5,9,3,2020,True
2020-09-06,1,907.22,True,0,6,9,3,2020,True
2020-09-07,1,1129.96,True,1,0,9,3,2020,False
2020-09-08,1,715.85,True,0,1,9,3,2020,False
2020-09-09,1,689.23,True,0,2,9,3,2020,False
2020-09-10,1,700.32,True,0,3,9,3,2020,False
2020-09-11,1,654.92,True,0,4,9,3,2020,False
2020-09-12,1,860.49,True,0,5,9,3,2020,True
2020-09-13,1,863.2,True,0,6,9,3,2020,True
2020-09-14,1,724.29,True,0,0,9,3,2020,False
2020-09-15,1,763.45,True,0,1,9,3,2020,False
2020-09-16,1,688.65,True,0,2,9,3,2020,False
2020-09-17,1,691.17,True,0,3,9,3,2020,False
2020-09-18,1,656.09,True,0,4,9,3,2020,False
2020-09-19,1,828.52,True,0,5,9,3,2020,True
2020-09-20,1,749.2,True,0,6,9,3,2020,True
2020-09-21,1,757.46,True,0,0,9,3,2020,False
2020-09-22,1,950.49,True,1,1,9,3,2020,False
2020-09-23,1,664.99,True,0,2,9,3,2020,False
2020-09-24,1,717.07,True,0,3,9,3,2020,False
2020-09-25,1,672.15,True,0,4,9,3,2020,False
2020-09-26,1,809.58,True,0,5,9,3,2020,True
2020-09-27,1,801.46,True,0,6,9,3,2020,True
2020-09-28,1,679.23,True,0,0,9,3,2020,False
2020-09-29,1,722.8,True,0,1,9,3,2020,False
2020-09-30,1,757.45,True,0,2,9,3,2020,False
2020-10-01,1,603.61,False,0,3,10,4,2020,False
2020-10-02,1,647.33,False,0,4,10,4,2020,False
2020-10-03,1,755.3,False,0,5,10,4,2020,True
2020-10-04,1,856.86,False,0,6,10,4,2020,True
2020-10-05,1,718.35,False,0,0,10,4,2020,False
2020-10-06,1,583.6,False,0,1,10,4,2020,False
2020-10-07,1,651.07,False,0,2,10,4,2020,False
2020-10-08,1,656.74,False,0,3,10,4,2020,False
2020-10-09,1,628.23,False,0,4,10,4,2020,False
2020-10-10,1,751.07,False,0,5,10,4,2020,True
2020-10-11,1,742.06,False,0,6,10,4,2020,True
2020-10-12,1,888.22,False,1,0,10,4,2020,False
2020-10-13,1,529.86,False,0,1,10,4,2020,False
2020-10-14,1,952.87,False,1,2,10,4,2020,False
2020-10-15,1,676.93,False,0,3,10,4,2020,False
2020-10-16,1,918.0,False,1,4,10,4,2020,False
2020-10-17,1,755.98,False,0,5,10,4,2020,True
2020-10-18,1,767.34,False,0,6,10,4,2020,True
2020-10-19,1,1030.65,False,1,0,10,4,2020,False
2020-10-20,1,745.83,False,0,1,10,4,2020,False
2020-10-21,1,638.34,False,0,2,10,4,2020,False
2020-10-22,1,618.26,False,0,3,10,4,2020,False
2020-10-23,1,647.31,False,0,4,10,4,2020,False
2020-10-24,1,791.29,False,0,5,10,4,2020,True
2020-10-25,1,752.1,False,0,6,10,4,2020,True
2020-10-26,1,689.71,False,0,0,10,4,2020,False
2020-10-27,1,671.07,False,0,1,10,4,2020,False
2020-10-28,1,660.37,False,0,2,10,4,2020,False
2020-10-29,1,652.97,False,0,3,10,4,2020,False
2020-10-30,1,723.48,False,0,4,10,4,2020,False
2020-10-31,1,1037.01,True,0,5,10,4,2020,True
2020-11-01,1,950.26,False,0,6,11,4,2020,True
2020-11-02,1,701.57,False,0,0,11,4,2020,False
2020-11-03,1,700.23,False,0,1,11,4,2020,False
2020-11-04,1,722.92,False,0,2,11,4,2020,False
2020-11-05,1,780.34,False,0,3,11,4,2020,False
2020-11-06,1,674.49,False,0,4,11,4,2020,False
2020-11-07,1,878.02,False,0,5,11,4,2020,True
2020-11-08,1,879.4,False,0,6,11,4,2020,True
2020-11-09,1,765.02,False,0,0,11,4,2020,False
2020-11-10,1,702.91,False,0,1,11,4,2020,False
2020-11-11,1,767.01,False,0,2,11,4,2020,False
2020-11-12,1,689.08,False,0,3,11,4,2020,False
2020-11-13,1,614.72,False,0,4,11,4,2020,False
2020-11-14,1,796.54,False,0,5,11,4,2020,True
2020-11-15,1,1232.38,False,1,6,11,4,2020,True
2020-11-16,1,781.22,False,0,0,11,4,2020,False
2020-11-17,1,744.95,False,0,1,11,4,2020,False
2020-11-18,1,752.05,False,0,2,11,4,2020,False
2020-11-19,1,775.92,False,0,3,11,4,2020,False
2020-11-20,1,776.68,False,0,4,11,4,2020,False
2020-11-21,1,968.37,False,0,5,11,4,2020,True
2020-11-22,1,1250.49,False,1,6,11,4,2020,True
2020-11-23,1,782.93,False,0,0,11,4,2020,False
2020-11-24,1,1455.52,True,0,1,11,4,2020,False
2020-11-25,1,1962.2,True,1,2,11,4,2020,False
2020-11-26,1,839.06,False,0,3,11,4,2020,False
2020-11-27,1,756.57,False,0,4,11,4,2020,False
2020-11-28,1,987.71,False,0,5,11,4,2020,True
2020-11-29,1,993.21,False,0,6,11,4,2020,True
2020-11-30,1,709.72,False,0,0,11,4,2020,False
2020-12-01,1,968.76,True,0,1,12,4,2020,False
2020-12-02,1,968.4,True,0,2,12,4,2020,False
2020-12-03,1,1006.86,True,0,3,12,4,2020,False
2020-12-04,1,979.37,True,0,4,12,4,2020,False
2020-12-05,1,1302.95,True,0,5,12,4,2020,True
2020-12-06,1,1266.29,True,0,6,12,4,2020,True
2020-12-07,1,1410.43,True,1,0,12,4,2020,False
2020-12-08,1,1004.3,True,0,1,12,4,2020,False
2020-12-09,1,940.27,True,0,2,12,4,2020,False
2020-12-10,1,1011.95,True,0,3,12,4,2020,False
2020-12-11,1,1416.6,True,1,4,12,4,2020,False
2020-12-12,1,1343.56,True,0,5,12,4,2020,True
2020-12-13,1,1249.54,True,0,6,12,4,2020,True
2020-12-14,1,1078.63,True,0,0,12,4,2020,False
2020-12-15,1,1001.59,True,0,1,12,4,2020,False
2020-12-16,1,1079.03,True,0,2,12,4,2020,False
2020-12-17,1,1342.94,True,1,3,12,4,2020,False
2020-12-18,1,1111.36,True,0,4,12,4,2020,False
2020-12-19,1,1223.41,True,0,5,12,4,2020,True
2020-12-20,1,1214.99,True,0,6,12,4,2020,True
2020-12-21,1,1057.73,True,0,0,12,4,2020,False
2020-12-22,1,1111.21,True,0,1,12,4,2020,False
2020-12-23,1,1068.95,True,0,2,12,4,2020,False
2020-12-24,1,1573.12,True,0,3,12,4,2020,False
2020-12-25,1,2311.69,True,1,4,12,4,2020,False
2020-12-26,1,1273.28,True,0,5,12,4,2020,True
2020-12-27,1,1840.16,True,1,6,12,4,2020,True
2020-12-28,1,1072.23,True,0,0,12,4,2020,False
2020-12-29,1,1119.45,True,0,1,12,4,2020,False
2020-12-30,1,1112.13,True,0,2,12,4,2020,False
2020-12-31,1,1131.5,True,0,3,12,4,2020,False
2021-01-01,1,1816.45,True,0,4,1,1,2021,False
2021-01-02,1,1075.83,False,0,5,1,1,2021,True
2021-01-03,1,1206.5,False,0,6,1,1,2021,True
2021-01-04,1,819.49,False,0,0,1,1,2021,False
2021-01-05,1,898.48,False,0,1,1,1,2021,False
2021-01-06,1,972.43,False,0,2,1,1,2021,False
2021-01-07,1,1346.47,False,1,3,1,1,2021,False
2021-01-08,1,998.38,False,0,4,1,1,2021,False
2021-01-09,1,1154.13,False,0,5,1,1,2021,True
2021-01-10,1,1174.56,False,0,6,1,1,2021,True
2021-01-11,1,982.08,False,0,0,1,1,2021,False
2021-01-12,1,992.86,False,0,1,1,1,2021,False
2021-01-13,1,1001.1,False,0,2,1,1,2021,False
2021-01-14,1,994.43,False,0,3,1,1,2021,False
2021-01-15,1,988.18,False,0,4,1,1,2021,False
2021-01-16,1,1201.1,False,0,5,1,1,2021,True
2021-01-17,1,1229.96,False,0,6,1,1,2021,True
2021-01-18,1,1032.53,False,0,0,1,1,2021,False
2021-01-19,1,991.71,False,0,1,1,1,2021,False
2021-01-20,1,1394.05,False,1,2,1,1,2021,False
2021-01-21,1,950.36,False,0,3,1,1,2021,False
2021-01-22,1,1542.07,False,1,4,1,1,2021,False
2021-01-23,1,1189.55,False,0,5,1,1,2021,True
2021-01-24,1,1216.25,False,0,6,1,1,2021,True
2021-01-25,1,1089.88,False,0,0,1,1,2021,False
2021-01-26,1,985.88,False,0,1,1,1,2021,False
2021-01-27,1,973.29,False,0,2,1,1,2021,False
2021-01-28,1,1464.27,False,1,3,1,1,2021,False
2021-01-29,1,1118.32,False,0,4,1,1,2021,False
2021-01-30,1,1287.31,False,0,5,1,1,2021,True
2021-01-31,1,1401.76,False,0,6,1,1,2021,True
2021-02-01,1,1116.19,False,0,0,2,1,2021,False
2021-02-02,1,1022.35,False,0,1,2,1,2021,False
2021-02-03,1,1095.97,False,0,2,2,1,2021,False
2021-02-04,1,1013.55,False,0,3,2,1,2021,False
2021-02-05,1,1126.69,False,0,4,2,1,2021,False
2021-02-06,1,1300.28,False,0,5,2,1,2021,True
2021-02-07,1,1354.84,False,0,6,2,1,2021,True
2021-02-08,1,1192.02,False,0,0,2,1,2021,False
2021-02-09,1,1193.39,False,0,1,2,1,2021,False
2021-02-10,1,1110.77,False,0,2,2,1,2021,False
2021-02-11,1,1162.77,False,0,3,2,1,2021,False
2021-02-12,1,1108.74,False,0,4,2,1,2021,False
2021-02-13,1,1365.68,False,0,5,2,1,2021,True
2021-02-14,1,1691.89,True,0,6,2,1,2021,True
2021-02-15,1,1097.01,False,0,0,2,1,2021,False
2021-02-16,1,1169.1,False,0,1,2,1,2021,False
2021-02-17,1,1056.15,False,0,2,2,1,2021,False
2021-02-18,1,1151.95,False,0,3,2,1,2021,False
2021-02-19,1,1159.43,False,0,4,2,1,2021,False
2021-02-20,1,1414.84,False,0,5,2,1,2021,True
2021-02-21,1,1312.31,False,0,6,2,1,2021,True
2021-02-22,1,1075.52,False,0,0,2,1,2021,False
2021-02-23,1,1212.39,False,0,1,2,1,2021,False
2021-02-24,1,1175.0,False,0,2,2,1,2021,False
2021-02-25,1,1152.18,False,0,3,2,1,2021,False
2021-02-26,1,1093.86,False,0,4,2,1,2021,False
2021-02-27,1,1389.42,False,0,5,2,1,2021,True
2021-02-28,1,1358.29,False,0,6,2,1,2021,True
2021-03-01,1,1226.34,False,0,0,3,1,2021,False
2021-03-02,1,1116.46,False,0,1,3,1,2021,False
2021-03-03,1,1173.61,False,0,2,3,1,2021,False
2021-03-04,1,1703.11,False,1,3,3,1,2021,False
2021-03-05,1,1220.61,False,0,4,3,1,2021,False
2021-03-06,1,1407.65,False,0,5,3,1,2021,True
2021-03-07,1,1464.62,False,0,6,3,1,2021,True
2021-03-08,1,1237.19,False,0,0,3,1,2021,False
2021-03-09,1,1205.0,False,0,1,3,1,2021,False
2021-03-10,1,1222.61,False,0,2,3,1,2021,False
2021-03-11,1,1672.38,False,1,3,3,1,2021,False
2021-03-12,1,1742.03,False,1,4,3,1,2021,False
2021-03-13,1,1442.84,False,0,5,3,1,2021,True
2021-03-14,1,1378.59,False,0,6,3,1,2021,True
2021-03-15,1,1234.01,False,0,0,3,1,2021,False
2021-03-16,1,1158.33,False,0,1,3,1,2021,False
2021-03-17,1,1639.33,True,0,2,3,1,2021,False
2021-03-18,1,1233.84,False,0,3,3,1,2021,False
2021-03-19,1,1117.99,False,0,4,3,1,2021,False
2021-03-20,1,1502.16,False,0,5,3,1,2021,True
2021-03-21,1,1474.24,False,0,6,3,1,2021,True
2021-03-22,1,1253.43,False,0,0,3,1,2021,False
2021-03-23,1,1221.04,False,0,1,3,1,2021,False
2021-03-24,1,1768.51,False,1,2,3,1,2021,False
2021-03-25,1,1186.13,False,0,3,3,1,2021,False
2021-03-26,1,1266.98,False,0,4,3,1,2021,False
2021-03-27,1,2067.96,False,1,5,3,1,2021,True
2021-03-28,1,1382.44,False,0,6,3,1,2021,True
2021-03-29,1,1134.61,False,0,0,3,1,2021,False
2021-03-30,1,1207.88,False,0,1,3,1,2021,False
2021-03-31,1,1182.92,False,0,2,3,1,2021,False
2021-04-01,1,1126.66,False,0,3,4,2,2021,False
2021-04-02,1,1163.08,False,0,4,4,2,2021,False
2021-04-03,1,1459.87,False,0,5,4,2,2021,True
2021-04-04,1,2014.03,False,1,6,4,2,2021,True
2021-04-05,1,1828.04,False,1,0,4,2,2021,False
2021-04-06,1,1189.82,False,0,1,4,2,2021,False
2021-04-07,1,1770.14,False,1,2,4,2,2021,False
2021-04-08,1,1303.36,False,0,3,4,2,2021,False
2021-04-09,1,1195.94,False,0,4,4,2,2021,False
2021-04-10,1,1435.56,False,0,5,4,2,2021,True
2021-04-11,1,1439.93,False,0,6,4,2,2021,True
2021-04-12,1,1699.42,False,1,0,4,2,2021,False
2021-04-13,1,1688.02,False,1,1,4,2,2021,False
2021-04-14,1,1159.49,False,0,2,4,2,2021,False
2021-04-15,1,1234.37,False,0,3,4,2,2021,False
2021-04-16,1,1197.3,False,0,4,4,2,2021,False
2021-04-17,1,1575.86,False,0,5,4,2,2021,True
2021-04-18,1,1503.42,False,0,6,4,2,2021,True
2021-04-19,1,1194.34,False,0,0,4,2,2021,False
2021-04-20,1,1240.28,False,0,1,4,2,2021,False
2021-04-21,1,1720.65,False,1,2,4,2,2021,False
2021-04-22,1,1262.26,False,0,3,4,2,2021,False
2021-04-23,1,1119.04,False,0,4,4,2,2021,False
2021-04-24,1,1382.85,False,0,5,4,2,2021,True
2021-04-25,1,1401.54,False,0,6,4,2,2021,True
2021-04-26,1,1200.72,False,0,0,4,2,2021,False
2021-04-27,1,1025.17,False,0,1,4,2,2021,False
2021-04-28,1,1153.69,False,0,2,4,2,2021,False
2021-04-29,1,1261.32,False,0,3,4,2,2021,False
